id,content
09749,มีการก่อสร้าง แต่ปิดเส้นทางเดินเท้าของประชาชนในบริเวณอยู่อาศัยใกล้เคียง
09750,"ร้านค้านี้ ทั้งจอดรถ วางโต๊ะ เก้าอี้ ตู้เย็น ถังขยะบนทางเท้า แต่เจ้าหน้าที่กลับเพิกเฉย
 
 แจ้งเรื่องเกิน 10 รอบ แต่เจ้าหน้าที่เขตสาทร ไม่เคยแก้ไขเลย
 
 อยากให้เจ้าหน้าที่อธิบายว่า ร้านนี้มีอภิสิทธิ์เหนือคนอื่นอย่างไรถึงสามารถจอดรถ วางสิ่งของบนทางเท้าได้? และเมื่อไหร่จะแก้ไขแบบถาวร ไม่ใช่แบบขอไปที หรือแค่ถ่ายรูปปิดงานให้จบ ๆ 
 
 ทางเท้า สภาพคือดูไม่ได้
 ซื้อที่พักอาศัยร่วม 10 ล้าน แต่สภาพแวดล้อมคือติดลบจริง"
09751,ทางเดินฟุตบาทอันตราย ไม่มีราวกั้นคลอง เดินเหม่อๆ ตกคลองได้เลย
09752,1.ร้องเรียนทำถนน/รถไฟฟ้าบริเวณคอนโดลุมพินีวิลล์ รามคำแหง 60/2 ชอบเจาะเสียงดังในเวลากลางคืนเช่นวีดีโอที่ส่งไป
09753,1.ร้องเรียนทำถนน/รถไฟฟ้าบริเวณคอนโดลุมพินีวิลล์ รามคำแหง 60/2 ชอบเจาะเสียงดังในเวลากลางคืนเช่นวีดีโอที่ส่งไป
09754,"1. ผับ ชื่อ mad stash > ส่งเสียงดนตรี เบส ดังรบกวน
 
 2. ภาพประกอบ ตามรูปด้านล่างครับ
 
 3. Park Lane เอกมัย (ถนนสุขุมวิท 63)
 
 
 เป็นความรับผิดชอบ ของ สน. ทองหล่อ 
 
 แต่แจ้งไปแล้ว ไม่มีตำรวจมาครับ"
09755,ฝากเรื่องป้ายรถเมล์หน้าป้าย สน.ดอน หน้าโรงเรียนดอนเมืองทหารอากาศอุทิศ หน่อยคร่า ป้ายรถเมล์มืดมาก
09756,แจ้งซ่อม ถนนซอยอยู่วิทยา 12 แขวงกระทุ่มรายเขตหนองจอกกรุงเทพฯ ชำรุดเป็นหลุมเป็นบ่อมากจากการถมที่ของหมู่บ้านเอกชนโดยในซอยนี้มีผู้อยู่อาศัยผู้มีรายได้น้อยบ้านเอื้ออาทร 2 โครงการ เอื้ออาทรอยู่วิทยาและเอื้ออาทรอยู่วิทยา 1 จำนวนหลังคา เรือน 900 กว่าหลังคาเรือนและยังมีหมู่บ้านเอกชนที่คนพื้นถิ่นเดิมอีกเป็นจำนวนมาก
09757,"1. แม่ค้าขายของบนทางเท้า
 2. พื้นที่รอบบริเวณ สกปรก ไม่รักษาความสะอาด
 ทั้งหมด คือ ผิดกฏหมาย
 
 https://www.facebook.com/AccessibilityIsFreedom/posts/pfbid02FrYptYvjep3W4q6bnULGnvsp72D8tjFYEnf79U1hVbJzpwrqxDt63eUrLjWfJ79ql"
09758,"อยากให้ช่วยแก้ปัญหารถติด เนื่องจากถนนปากซอยแคบเป็นคอขวดค่ะ
 เนื่องจากปากซอยเพิ่มสินมีบ้านชุมชุมแออัดไม่สามารถขยายถนนได้และปากซอยมีลักษณะแคบเป็นคอขวด ทำให้การจราจรตอนเช้าและเย็นติดขัดมากช่วงก่อนถึงซอยเพิ่มสิน14 ค่ะ จึงอยากขอให้ช่วยแก้ปัญหาให้หน่อยนะคะ อาจจะตัดถนนทะลุผ่านพื้นที่ว่างเปล่าที่เป็นทุ่งช่วงก่อนถึงซอยเพิ่มสิน14 เพื่อให้มีทางออกปากซอยเพิ่มสินเพิ่มอีกหนึ่งทางออกจะได้ลดปัญหารถติดน่ะค่ะ
 ขอบคุณมากๆค่ะ"
09759,ไฟส่องสว่างตรงทางกลับรถหน้าคอนโดลุมพินีเพลส ปิ่นเกล้า ไม่ส่องสว่างทั้งหมด มึดมากอันตรายมาก มองแทบไม่เห็นทาง รบกวนแก้ไขปัญหานี้ด้วยครับ
09760,แจ้งสะเก็ดไฟ ตกใกล้บริเวณ ถนนแม้มีที่กั้นด้านล่างแล้ว แต่ก็ดูไม่ปลอดภัย
09761,"แจ้งเหตุมีรถมอเตอร์ไซค์สาธารณะขับรถขึ้นทางเดินเท้าทั้งที่ทางเดินเท้าตามกฎหมายไม่ให้รถมอเตอร์ไซด์ขับขึ้นมาทางเดินเท้ายิ่งเป็นรถมอเตอร์ไซด์สาธารณะก็ต้องปฎิบัติตามกฎหมายครับ
 เหตุเกิดขึ้นที่M
 Btsอโศกทางลงที่6ก่อนถึงซอยคาวบอย เวลา 18.33
 จึงขอแจ้งเหตุครับ
 ผู้แจ้ง สหรัถ เชาวะนะ
 *** ที่ผมเข้ามาแจ้งก็อยากให้ท่านว่าได้เห็นพฤติกรรมที่ไม่ดีของรถสาธารณะที่ป้ายเหลืองไม่ใช้รถส่วนบุคคลที่ขึ้นตรงกับกรุงเทพโดยตรงจึงอยากมีการจัดการเรื่องแบบเด็ดขาดครับ"
09762,ไม่มีป้ายบอกทาง รามอินทราขาออกที่จะเลี้ยวขึ้นสะพานไปถนนประดิษฐ์มนูธรรม (เลียบทางด่วนรามอินทรา) มีแต่ป้ายบอกให้ขึ้นทางด่วน ทั้งที่มันสามารถไปทางธรรมดาได้ดัวยครับ คนสับสนมากเลยครับ ช่วยตรวจสอบและแก้ไขด้วยครับ
09763,"- ฝาท่อระบายน้ำอยู่สูงกว่าฟุตบาทอาจทำให้ประชาชนที่เดินทางเท้าเกิดสะดุดหกล้มได้
 - ฟุตบาทมีทั้งสูงและต่ำไม่เรียบร้อยอาจทำให้ประชาชนเกิดอุบัติเหตุสะดุดหกล้มได้"
09764,โครงการกำจัดขยะมูลฝอยชุมชน เพื่อผลิตพลังงานขนาด 800 ตัน เปิดทดลองทำงาน ชุมชนใกล้โรงงานเหม็นกลิ่นขยะมาก ทะลุเข้าห้องนอน เวลาพักผ่อนเเล้วเเต่นอนไม่ได้เหม็นมากครับ
09765,ไฟถนนทางคู่ขนานกาญจนาภิเษกช่วงใกล้ๆ รามอินทรา - ปัญญารามอินทราหลายดวงไม่ติดเลยค่ะ
09766,ไฟตรงเสาใหญ่ไม่ติดครับ แจ้งไปแล้ว1 ครั้ง ยังไม่ได้รับการแก้ไข แต่ แจ้งว่าดำเนินการแล้ว
09767,ได้กลิ่นขยะเหม็นขยะจาก โรงขยะอ่อนนุช จะมีกลิ่นมาทุกวัน ช่วง 22.30 ผู้ว่าชัตชาติ ลงพื้นที่เอง สุดท้ายได้อะไรครับ กลิ่นเหมือนเดิม
09768,ไม่มีป้ายบอกทาง ถนนรามอินทราที่จะเลี้ยวเข้าถนนประดิษฐ์มนูธรรม (ถนนเลียบทางด่วนรามอินทรา) มีแต่ป้ายบอกทางให้ขึ้นทางด่วน ที่จริงควรที่จะมีป้ายบอกทางธรรมดาด้วย เพราะว่า ทางที่ว่า ไม่ได้มีไว้สำหรับขึ้นทางด่วนอย่างเดียว อีกอย่างทางด่วนอยู่ตั้งไกล ทั้งรามอินทราขาเข้าและขาออกที่จะเลี้ยวเข้าถนนถนนประดิษฐ์มนูธรรม ไม่มีป้ายบอกทางธรรมดาเลย คนสับสนมากครับ
09769,ไฟที่สวนสาธารณะพัฒนภิรมย์ไม่ติดทำให้มีความสว่างไม่เพียงพอ
09770,น้ำท่วมขังสนามวิ่งทำให้ไม่สามารถวิ่งหรือเดินออกกำลังกายได้หลังจากฝนตกสวนสาธารณะพัฒนภิรมย์
09771,ขอแจ้งปัญหาไฟฟ้าส่องสว่างในซอยปุณณวิถี 37 ที่มีปัญหาดับซ้ำซากครับ
09772,"สวัสดีค่ะ อยากแจ้งเรื่องทางข้ามม้าลาย หน้าวัดมกุฏกษัตริย์ ถ.กรุงเกษมค่ะ 
 ตอนกลางคืนมืดมากๆ แทบไม่เห็นทางข้ามม้าลายเลย"
09773,ไฟทางที่สะพานเขียว ระหว่างวิ่งจากสวนลุมไปสวนเบญ ไม่ได้เปิดครับ ซึ่งมืดและเปลี่ยวมาก
09774,กิ่งไม้หักบริเวณทางเท้า หน้าโครงการนิซ โมโน ซอยอิสรภาพ 23/2 มาหลายวันแล้วค่ะ กลัวว่าจะหล่นใส่คนที่สัญจรไป-มา
09775,ซ. นวมินทร์ 88 ทั้งซอย รถจอดข้างทางกีดขวาง โดยเฉพาะเวลากลางคืน ทำให้รถสวนทางไม่ได้ มีเหตุเฉี่ยวกันประจำ
09776,ถนนเป็นหลุมทั้งเส้น แจ้งไปหลายรอบแล้วครับ ยังไม่มาแก้เลย แล้วก็มีศาลริมถนนด้วยครับ
09777,ถนนเป็นหลุมลึก บริเวณที่กลับรถถนนพระเทพตัดใหม่ หน้าตลาดเทพเจริญ หน้าปั๊มบางจาก อันตรายครับ เป็นมา 2-3 เดือนแล้วครับ
09778,ร้านสเต็กลุงหนวดข้างโลตัสประชาชื่น สี่ทุ่มแล้วยังไม่ปิดร้าน จะต้องขายไปจนถึงเมื่อไหร่
09779,ไม่มีรถมาเก็บขยะให้ที่หน้าบ้านเลยครับ ในซอยลาดพร้าว 101 แยก 47 ทิ้งไว้แบบนี้ตั้งแต่วันเสาร์ที่ 30 กค. 65 จนถึงวันนี้ 4 สค. 65 ผมไม่รู้จะต้องเอาไปทิ้งที่ไหนแล้วครับ
09780,ถนนหน้าสวนจตุจักร เลนขวาสุด ฝาท่อ และ ถนน พัง ขับขี่ไม่ได้ และไม่ปลอดภัย
09781,ร้านสเต็กลุงหนวดข้างโลตัสประชาชื่น เปิดร้านบนผิวถนน และขยับรั้วออกไปกินพื่นผืวถนน แถมยังให้ลูกค้าจอดรถกีดขวางมางสัญจรโดยไม่สนใจความเดือดร้อนของผู้อาศัยบริเวณนี้ อยากให้เขตมาจัดการเรื่องนี้ และตรวจสอบสุขลักษณะของร้าน รวมถึงถังดักไขมันว่ามีการติดตั่งหรือไม่ อีกทั้งยังมีการเปิดร้านจนดึกดื่น ก้าทุ่มกว่าถึงจะเก็บร้าน ส่งเสียงเดือดร้อนรำคาญ สร้างความวุ่นวายให้แก้ผู้อาศัยบริเวณนี้เป็นอย่างมาก
09782,จะร้องเรียนเรื่องการจอดรถหน้าบ้าน บ้านเขาต่อเติมที่จอดรถในบ้านจนเต็มทำให้ต้องจอดหน้าบ้าน ทำให้เวลาคนอื่นจะใช้รถเข้าออกลำบาก มันมีมาตรการไหนถึงจะช่วยได้บ้าง
09783,ทางเดินช่วงหน้าคอนโดriseพหล อินทามระ เป็นแอ่ง เวลาฝนตกแล้วเดินลำบากมาก และอาคารพาณิชย์ ระหว่าง2คอนโด มีการปล่อยน้ำลงบนทางเท้า ทำให้ทางเท้าชำรุดและประชาชนไม่สามารถเดินได้
09784,เวลาที่กล้องช้ากว่าความจริงค่ะ ทำให้ไม่สามารถระบุได้ชัดเจน แต่จะเห็นเลยว่า รถแทรกเปิดเลนส์พิเศษ ทั่งๆที่วันนี้ไม่มีกรวยจราจรชนจนกระจกแตกเลย
09785,ร้านสเต็กลุงหนวด ซอยประชาชื่น 2 แยก 1 ตั้งร้านบนพื้นผิวซอย แล้วยังให้ลูกค้าจอดรถกีดขวางทางรถวิ่งอีก อยากให้มาดำเนินการด้วย
09786,แจ้งไฟส่องสว่าง บนสะพานลอยคนข้ามถนนเสีย มี 5 ดวง ดับ 3 ดวง ติด 2 ดวง ตรงใกล้ ซ.นวมินทร์68 ถ.นวมินทร์
09787,แสงสว่างสะพานลอยปากซอยสุขร่วมกัน ถนนรัชดาดับทั้งสะพาน
09788,ยังคงพบเห็นการขายของบนฟุตบาททางเท้าบริเวณหน้าปากซอยสะแกงาม 35/2 ถึงหน้าปากซอยสะแกงาม 35/3 แจ้งเรื่องครั้งนี้ไปครั้งที่ 10 แล้วก็ยังคงพบเห็นการกระทำผิดดังกล่าวอยู่ช่วงเวลาที่พบเห็นช่วงเวลา 6 โมงเช้าถึง 9 โมงเช้า ขอฝากให้เจ้าหน้าที่เทศกิจเขตบางขุนเทียนช่วยกวดขันจับกุมกันอย่างจริงจังเพราะประชาชนที่สัญจรผ่านไปมาได้รับความเดือดร้อนจากปัญหารถติดเป็นอย่างมาก
09789,แจ้งไฟส่องสว่าง บนสะพานลอยคนข้ามถนนเสีย มี 5 ดวง ดับ 3 ดวง ติด 2 ดวง ตรงใกล้ ซ.นวมินทร์ถ.นวมินทร์ 105
09790,ผู้รับผิดชอบเขตบางซื่อครับเป็นเขตที่ไม่เคยสนใจประชาชนในเขตเลย
09791,เนื่องจากมีการมารื้อสายสื่อสาร และมีการติดตั้งสายสื่อสารใหม่แจ้งไปหลายครั้งก็ยังไม่มีการปรับให้เหมือนเดิมหรือหาที่ตั้งใหม่ที่มันถาวรและมั่นคงกว่านี้ดีไหมครับ
09792,ทีมที่มาเก็บ ปกติ ผู้ชาย 3 คน หนุ่ม ๆ 2 คน และเหมือนจะผมขาว ๆ อีก 1 คน
09793,แจ้งไฟส่องสว่าง บนสะพานลอยคนข้ามถนนเสีย มี 4 ดวง ดับ 3 ดวง ติด 1 ดวง ตรงใกล้ แยกโพธิ์แก้ว แถววัดบางเตยถ.นวมินทร์
09794,อยากให้ติดไฟนับถอยหลังสำหรับสัญญาณไฟจราจร สำหรับแยกไฟแดงด่วนสาธุประดิษฐ์ เนื่องจากบางทีรถอีกฝั่งเห็นไฟเขียวแล้วพุ่งมา พอใกล้ถึงทางม้าลาย แล้วไฟเหลือง และแดงทันที ทำให้อาจเกิดการเบรคไม่ทัน และชนผู้ข้ามทางม้าลาย และรถอีกฝั่งได้ค่ะ
09795,แจ้งไฟส่องสว่าง บนสะพานลอยคนข้ามถนนเสีย มี 5 ดวง ดับ 4 ดวง ติด 1 ดวง หน้าท๊อปมาร์เก็ต ตรงใกล้ ซ.นวมินทร์54 ถ.นวมินทร์
09796,"พบฝาท่อหายหนึ่งจุด กลัวจะเกิดอันตราย 
 ตรงข้ามคอนโด ยูดีไลท์@อ่อนนุช สุขุมวิท77"
09797,ฟุตบาตและบริเวณช่องระบายน้ำชำรุด บริเวณแยก พระราม 9 ประดิษฐ์มนูธรรมฝั่งประดิษฐ์มนูธรรมมุ่งหน้าเอกมัย
09798,เวลาเปิดปิดไฟเขียวไฟแดงไม่ไม่สัมพันธ์กันกับเวลารถไฟฟ้ามา
09799,ถนนซอยสูงกว่าบ้านประชาชน แต่บ้านประชาชนที่อยู่ต่ำกว่าถนนซอย ยังถูกน้ำท่วมขังอยู่เลยครับ
09800,แจ้งไฟส่องสว่าง บนสะพานลอยคนข้ามถนนเสีย มี 5 ดวง ดับหมดทุกดวง ตรงใกล้ ซ.นวมินทร์50 ถ.นวมินทร์
09801,และต้องการให้สำนักงานเขตบางเขนมาทำการถมระดับถนนในซอยให้เท่ากับระดับถนนหลัก
09802,ขอให้ตัดต้นไม้เพื่อความปลอดภัยและป้องกันขโมย เนื่องจากมีต้นไม้ใหญ่หนาทึบ เป็นบ้านร้าง ซึ่งเป็นช่องทางของขโมยเข้าลักทรัพย์ในหมู่บ้านเมื่อวันที่13ก.ค.65 ที่ผ่านมา ปัจจุบันทางเจ้าหน้าที่ของ กทม เข้ามาทำการตัดให้แล้วในวันที่ 4ส.ค.65 แต่ตัดไปในส่วนที่ไม่ใช่ทางที่ขโมยเข้า เมื่อลองตรวจดูจึงพบว่าเจ้าหน้าที่ได้เข้ามาทำการตัดให้เฉพาะส่วนของการร้องขอของผู้รับเหมาของ กทม ที่มีบ้านอยู่ในบริเวณดังกล่าว จึงขอความกรุณาให้เจ้าหน้าที่เข้ามาทำการตัดอีกครั้งในส่วนที่เหลือไว้ค่ะ
09803,เป็นซอยถนนของหมู่บ้าน. แต่รถผ่านไม่ได้เนื่องจากถนนทำต่างระดับไว้มาก. และมีป้ายห้ามผ่านตั้งอยู่ตลอดเวลา. ให้เขตช่วยตรวจสอบและแก้ไขด้วย
09804,แจ้งไฟส่องสว่าง บนสะพานลอยคนข้ามถนนเสีย มี 5 ดวง ดับ 3 ดวง ติด 2 ดวง ตรงใกล้ ซ.นวมินทร์32 ถ.นวมินทร์
09805,ในซอยหลังตึดสีลมคอมเพล็กซ์ ฟุตบาทโดนร้านค้ายึดครองจนมืดค่ำมาหลายปีมากๆครับ
09806,แจ้งไฟส่องสว่าง บนสะพานลอยคนข้ามถนนเสีย มี 5 ดวง ดับหมดทุกดวง ตรงใกล้ ซ.นวมินทร์26 ถ.นวมินทร์
09807,สายไฟหรือสายสื่อสารห้อยลงมากีดขวางทางเท้า กรุณาจัดระเบียบใหม่ให้เรียบร้อย (เคยแจ้งแล้วแต่ยังไม่ได้รับการแก้ไข)
09808,แจ้งไฟบนสะพานลอยคนข้าม เสียมี 5ดวง ดับหมด ทุกดวง ตรงหน้าปั๊ม ปตท.ใกล้ ช.นวมินทร์24 ถ.นวมินทร์
09809,ร้านบ้านส้มตำทองฮวด ตั้งอยู่ปากซอย ทวีวัฒนา 15 ในช่วงเวลา 18.00-22.00 น. มีรถจอดบริเวณปากซอยทวีวัฒนา 15 ทำให้ไม่มีทัศนวิสัยในการมองเห็นรถทางหลัก และ อีกทั้งหน้าปากซอยเป็นขาวแดงซึ่งเป็นที่เว้นห้ามจอด แต่ก็ยังมีคนมาจอดเพื่อจะมากินส้มตำเป็นมานานมากแล้ว ไม่มีเจ้าหน้าที่มาดูเลยค่ะ
09810,รถจอด บริเวณที่ห้ามจอด ทำให้ช่องถนนแคบ และจอกใกล้ๆบริเวณสี่แยก เกะกะการจราจร
09811,"แจ้งไฟเสียบนสะพานลอยคนข้ามถนน
 ดับ 4 ดวง ติด 1 ดวงตรง ซ. นวมินทร์57 ถ.นวมินทร์"
09812,1.บริเวณท้ายซอยประชาอุทิศ 75 เหมือนทำถนนใหม่ แต่งานไม่คืบหน้า ในส่วนงานของที่ไม่เสร็จ ไม่ทำให้เรียบร้อย ทำให้เดือดร้อนต่อประชาชนที่สัญจรผ่านมา
09813,"ใช้ส่วนที่ต่อเติม ตากผ้า
 มีช่องแสง ช่องลม ในส่วนระยะร่น."
09814,หญ้ายังดูเหมือนไม่ได้ตัดเท่าไหร่ และยังมีป้ายโฆษณา
09815,ฝาท่อต่ำกว่าถนน บริเวณห้าแยกลาดพร้าว ฝั่งไปดอนเมือง
09816,ท่อนะบายน้ำสองฝั่งถนนไม่เรียบเป็นหลุมๆ ตั้งแต่หน้าเขตมาถึงวัดดอนเมือง และพื้นผิวบางที่ชำรุดด้วย (แถวตลาดใหม่และหน้าธนาคารscb)
09817,"อยากให้ จัดงานวิทยาศาสตร์ และ ดาราศาสตร์ เดือนนี้ ที่ท้องฟ้าจำลองกรุงเทพ และศูนย์วิทยาศาสตร์ เอกมัย
 
 อยากให้ท่านผู้ว่าไปดูครับ"
09818,ปิดจุดกลับรถหน้าหมู่บ้านสัมมากรระหว่างซอย112 และ110 เนื่องจากรถที่ออกจากหมู่บ้านสัมมากรซอย 112 และต้องการจะกลับรถเลยทั้งที่พื้นที่ออกมาเพื่อกลับรถมันน้อยมากทำให้บางรถชอบติดไปจนถึงทางขึ้นมอเตอร์เวย์
09819,ไฟส่องสว่างใต้สะพานกลับรถบริเวณจุดกลับรถหน้าวัดโกมุท พุทธมณฑลสาย3 2 ดวงไม่ติด
09820,"1.ฟุตบาทโดนเลาะไป1ช่องกระเบื้อง เพื่อทำกำแพงแฟลตทหาร ทำให้ฟุตบาทแคบลง
 2. ตำแหน่ง https://goo.gl/maps/4x4fa8CQHTVDeesC6"
09821,เจ้าของอาคารจอดรถซ้อนกัน 2 ชั้นทำให้กินพื้นผิวจราจร รถสัญจรไปมาติดจัดครับ บริเวณหน้าปากซอยลาดปลาเค้า80
09822,"มีวินเถื่อน ไม่มีป้ายทะเบียน บนทางเท้าเยอะมาก
 มีท่าทีคุกคามด้วยค่ะ ตรงริมฟุตบาท ถนนพระราม 4 ค่ะ แต่งตัวโดยใส่ชื่อว่า สน. บางรักค่ะ"
09823,"รถเมล์สาย26 ไม่มี รอนานมาก ๆๆๆ
 รอหลังเลิกงาน1-2ชั่วโมงทุกวัน
 บางคันมาเต็มก็ไม่จอด
 ใช้ชีวิตลำบากมากค่ะ
 
 รบกวนเพิ่มจำนวนรถเมล์ 
 
 สงสารคนรามอินทรามากๆๆค่ะ
 
 เพราะมีสายเดียวที่ผ่านรามอินทรา
 
 พิกัดป้ายรถเมล์btsราบ11"
09824,ยังไม่ได้รับการแก้ไขเลย ทุกครั้งที่มีฝนตกจะมีน้ำและโคลนไหลออกจากกำแพงตลอดเนื่องจากกำแพงมีรูรั่ว วันไหนฝนไม่ตกก็มีน้ำซึมออกมาตลอดคนสัญจรผ่านเข้าออกภายในชุมชนเพชรเกษม 1 ได้รับความเดือดร้อนเป็นอย่างมาก
09825,100/591 ซ.001 กาญจนาภิเษก 5 ซ.ย่อย25 ถ.กาญจนาภิเษก แขวงบางแค เขตเขตภาษีเจริญ จังหวัดกรุงเทพมหานคร 10160
09826,พอดีท่อมันตันค่ะ ระดับน้ำลดลงแล้ว แต่น้ำรอระบายมันช้ามากค่ะ
09827,ถนนพระราม 6 หน้าคณะวิทยาศาสตร์ มหิดล ไม่เปิดไฟเลย มืดมาก
09828,ไฟบนสะพานลอยหน้าโลตัส (วงเวียนบางเขน) ดับมานานแล้ว ขอให้แก้ด้วยครับ
09829,ไฟถนน 01 กาญจนาภิเษก ช่วงหน้า Centro รามอินทรา - จตุโชติ 2 ไม่ติดเลยครับ มืดมาก
09830,ไฟถนนไม่ติด ทางมืดมากเกิดอุบัติเหตุหลายรอบแล้ว แจ้งไปตั้งแต่20ก.ค.ตอนนี้ 4ส.ค.ก็ยังไม่มาทำ
09831,ขอความอนุเคราะห์เร่งดำเนินการถนนมีสภาพชำรุด เป็นหลุมเป็นบ่อมีน้ำท่วมขัง ไปมาสัญจรลำบากมาก ช่วยมาปรับถนนเป็นหินคลุก หรือคอนกรีต หรือแอสฟัลต์ก็ได้ครับ
09832,ไฟส่องสว่างทางเดินไม่ติด หน้าสนามม้า ถ.ราชดำริ ตั้งแต่ bts ราชดำริ ถึงแยกราชดำริ (ข้างสวนลุม) ทำให้ทางเดินเปลี่ยวอาจเกิดอันตราย
09833,หลอดไฟเสีย ไม่มีหน่วยงานไหนเข้ามาเปลี่ยน รบกวนช่วยตรวจสอบด้วยค่ะ คนเดินออกไปตอนเช้ามืดอันตรายมากๆ
09834,ไฟส่องสว่างดับหลายดวง แก้ไขด้วยครับ คนสัญจรเยอะครับ ด่วนนนนนครับบบบ
09835,ควันปิ้งย่างในซอยพระรามเก้า60 ตอนเช้าช่วงเวลา 06:00 เขตสวนหลวง
09836,"1.ไฟไม่ติดมืดอันตรายมากๆ เพราะอยู่ตรงบริเวณริมคลอง
 3.สุดซอยร่มเกล้า50"
09837,ไฟดับ1ดวงครับ แก้ไขด้วยครับคนสัญจรเยอะรับ ด่วนครับบบ
09838,ถนนในซอยสุขาภิบาล5ซิย5แยก22-1 เกือบตลอดทั่งซอยน้ำท่วมขัง รถเก๋งขนาดเล็กไม่สามารถใช้เส้นทางได้การเดินทางของชาวบ้านบริเวณนี้ได้รับความลำบากมาก
09839,วันนี้ผ่านไปซื้อของ ยังเหมือนเดิมเลยครับ พ่อค้าแม่ค้าเต็มถนนยึดพื้นที่ทางจอดรถมอไซค์ ไม่มีเทศกิจเข้าไปจัดระเบียบเลยหรอครับ
09840,"ขอแจ้งเรื่องถนนเป็นหลุมบ่อ เวลาฝนตกมีน้ำท่วมขัง รถติดหนักมากค่ะ ในวันทำงาน จันทร์-ศุกร์ ปัญหาเกิดขึ้นเป็นเดือนแล้ว ไม่รู้ผู้รับเหมาจะซ่อมเสร็จเมื่อไหร่ค่ะ
 ถนนเรียบทางทางรถไฟไป สน.คลองตัน"
09841,1. ถนนเส้น 88 ถนน กำแพงเพชร 7 แขวง สวนหลวง กทม เป็นหลุมเป็นบ่อ อันตรายมากค่ะ
09842,ตัดหญ้าไม่เปิดผิวถนน อีก2อาทิตย์ หญ้าขึ้นเหมือนเดิม
09843,"ไฟทางเสาไฟตรงเจ้าแม่กวนอิมองค์ใหญ่
 บางขุนนนท์ซ.6ไม่ติด มืดมากคะ"
09844,บ้านเป็นอาคารพาณิชย์ แต่ข้างบ้านต่อเติมหลังคาไม่ทำรางน้ำ ทำให้น้ำกระเด็นเข้า และ มีกองขยะ
09845,ถนนเข้าออกก็ลำบาก แถมรถยังจอดขวางทาง จะเลี้ยวเข้าซอยทีก็ต้องคอยหลบหลีก เพราะรถจอดขวางหน้าปากซอย ไหนจะมาเฟียเจ้าถิ่น ร้านค้าที่ตั้งขายอยู่บนถนน ไหนจะขยะที่ลอยเกลื่อนกลาด
09846,รบกวนสูบให้หน่อยนะคะ น้ำเน่าหมดแล้วค่า ปลิงก็เยอะค่า
09847,น้ำท่วม อยู่ซอยเดียวค่ะ เค้าไม่สูบน้ำให้เลยหลังจากถนนแห้งแล้ว
09848,รูปภาพส่งไปหมดแล้วครับ ทั้งรูปทั้งสถานที่ แต่ไม่เห็นได้รับการตอบกลับเลย ระบบจะขอแต่รูป ไม่เห็นหรอครับว่าส่งรูปไปให้แล้ว
09849,"ยังมีการจอดกีดขวางจราจรเหมือนเดิม 
  มีตำรวจมาดูแค่ 1-2 วันแรก แล้วก้อหายไป รถมอไซดยังจอดริมถนน แถมยังขับขี่ผิดกฎจราจร นึกจะเลี้ยว จะจอด จะกลับรถ ก้อทำเลย ทำให้มีโอกาสเกิดอุบัติเหตุ และส่งผลให้รถติด"
09850,"ตำแหน่งยูเทิร์นหน้าดับเพลิงบางอ้อ (เขตบางพลัด) เป็นจุดอันตราย เนื่องจากเป็นจุดเลี้ยวแบบทางเดียวที่มีระยะเลี้ยวไม่พอ ทำให้รถที่จะยูเทิร์นหน้ารถแทรกเข้ามาในเลนมากเกินไป มีโอกาสชนกับรถทางตรง นอกจากนี้ยังมีรถยูเทิร์นย้อนเข้าไป (จากที่ควรจะวิ่งทางเดียว) อันตรายมาก ๆ 
 แจ้งผ่าน TraffyFondue: 2022-E9GF46 แล้วไม่ได้มีการจัดการการจราจรในพื้นที่ดังกล่าว"
09851,"1.การเก็บขยะ
 2.ม.บุราพันธ์ ซอยสังฆสันติสุข14 เขตหนองจอก
 3.โทรเข้าเขตแล้ววันที่2 ส.ค.65"
09852,"มีการวางสิ่งของขวางทางเท้า เห็นมีคนเอาไปลงเพจ บางเพจว่าแจ้งไปแล้ว พอเททศกิจมาดู ก็เลิกวาง พอเทศกิจไปก็เอาวางเหมือนเดิม
 แถมยึดถนนหลวง หน้าร้าน ตัวเอง มาเป็นของตัวเองเอารถตัวเองเองจอดขนของ 
 
 เอาลังมาตั้งกั๊กรถ ไม่ให้รถประชาชนมาจอด......ได้"
09853,"จุดเสี่ยง จราจร , ซ้ำซาก
 วันที่ 4 ส.ค. ซอย นานาใต้ รถลักลอบจอด 3 คันติดกัน (2-3) ในเขตห้ามจอดตลอดเวลา หาลูกค้าหน้าโรงแรม ใกล้สามแยก ซอย 6 , เสี่ยงอุบัติเหตุ รถติด"
09854,"จุดเสี่ยง จราจร , ซ้ำซาก
 วันที่ 4 ส.ค. ซอย นานาใต้ รถลักลอบจอด 3 คันติดกัน (1) ในเขตห้ามจอดตลอดเวลา หาลูกค้าหน้าโรงแรม ใกล้สามแยก ซอย 6 , เสี่ยงอุบัติเหตุ รถติด"
